Content.id,Content Name,ContentCode,Content.title,Content.Link,Content.type,Content.releaseDate,Current Curriculum,Age,Current Level,Goal (from Goal content),SCC Unit Age,SCC Unit Title,SEL Unit Age,SEL Unit Title,SEL Lesson Title
1053,SEL42 Wiggle and Jump Break 2 (1053),SEL42,Wiggle and Jump Break 2,https://slp.everydayspeech.com/video/wiggle-and-jump-break-2,video,2021-08-16,"Social Communication Skills, Social Emotional Learning",(1) Pre-k and K,Emergent,Stretching Videos,,,"Pre-K, Kindergarten, Pre-K, Kindergarten, Kindergarten, Kindergarten, Kindergarten","Self-Awareness, Social Awareness, Social Awareness, Social Awareness, Relationship Skills, Relationship Skills, Self-Awareness","My Self-Control Tools, Being Helpful, Following Directions, Gaining Independence, Caring About Others, Joining a Group Playing, Using ""I Feel"" Words"
1052,SEL41 Wiggle and Jump Break 1 (1052),SEL41,Wiggle and Jump Break 1,https://slp.everydayspeech.com/video/wiggle-and-jump-break-1,video,2021-08-16,"Social Communication Skills, Social Emotional Learning",(1) Pre-k and K,Emergent,Stretching Videos,,,"Pre-K, Kindergarten, Pre-K","Social Awareness, Self-Awareness, Self-Awareness","Tuning In, How Do Others Feel?, Labeling Feelings"
1055,SEL44 Lion and Cat Breathing (1055),SEL44,Lion and Cat Breathing,https://slp.everydayspeech.com/video/lion-and-cat-breathing,video,2021-08-16,"Social Communication Skills, Social Emotional Learning",(1) Pre-k and K,Emergent,Breathing Videos,,,"Pre-K, Pre-K, Kindergarten","Self-Management, Relationship Skills, Responsible Decision-Making","How to Belly Breathe, Asking a Friend to Play, What Kind of Break Do I Need?"
1058,SEL48 Wiggling Body Scan (1058),SEL48,Wiggling Body Scan,https://slp.everydayspeech.com/video/wiggling-body-scan,video,2021-08-16,"Social Communication Skills, Social Emotional Learning",(1) Pre-k and K,Emergent,Meditation Videos,,,"Pre-K, Pre-K, Kindergarten, Kindergarten","Self-Management, Relationship Skills, Self-Awareness, Relationship Skills","Choosing Calm, Play Skills, Perspective Taking, Steps to Joining the Group"
1056,SEL45 Animal Yoga (1056),SEL45,Animal Yoga,https://slp.everydayspeech.com/video/animal-yoga,video,2021-08-16,"Social Communication Skills, Social Emotional Learning",(1) Pre-k and K,Emergent,Stretching Videos,,,"Kindergarten, Pre-K, Kindergarten, Pre-K, Pre-K","Social Awareness, Social Awareness, Self-Management, Responsible Decision-Making, Self-Awareness","Solving My Problems, Learning to Listen, Feeling Good About Ourselves, Making Good Choices, Understanding Our Feelings"
1111, Bulletin Board: Think It or Say It (1111),,Bulletin Board: Think It or Say It,https://slp.everydayspeech.com/activity/esboard-think-it-or-say-it,activity,2021-08-19,"Social Communication Skills, Social Emotional Learning",(3) Middle & High School,Intermediate,Think It or Say It,,,,,
1110, Bulletin Board: Your Best Selfie (1110),,Bulletin Board: Your Best Selfie,https://slp.everydayspeech.com/activity/esboard-your-best-selfie,activity,2021-08-19,"Social Communication Skills, Social Emotional Learning",(3) Middle & High School,Intermediate,Thinking Positive,,,,,
1109, Bulletin Board: Overwhelmed? Try 1 for 1 Minute (1109),,Bulletin Board: Overwhelmed? Try 1 for 1 Minute,https://slp.everydayspeech.com/activity/esboard-overwhelmed-try-1-for-1-minute,activity,2021-08-19,"Social Communication Skills, Social Emotional Learning",(3) Middle & High School,Intermediate,Staying Calm,,,,,
1108," Bulletin Board: Change Your Self-Talk, Change Your Mindset (1108)",,"Bulletin Board: Change Your Self-Talk, Change Your Mindset",https://slp.everydayspeech.com/activity/esboard-change-your-self-talk-change-your-mindset,activity,2021-08-19,"Social Communication Skills, Social Emotional Learning",(3) Middle & High School,Emergent,Thinking Positive,,,,,
1113, SSQS: Self-Regulation 2 (1113),,SSQS: Self-Regulation 2,https://slp.everydayspeech.com/game/ssqs-self-regulation-2,game,2021-10-04,"Social Communication Skills, Social Emotional Learning",(2) Elementary School,Emergent,Using Your Self-Controller,,,,,
1112, WOTW: Problem Solving 2 (1112),,WOTW: Problem Solving 2,https://slp.everydayspeech.com/game/wotw-problem-solving-2,game,2021-10-04,"Social Communication Skills, Social Emotional Learning",(3) Middle & High School,Intermediate,Solving a Problem,,,,,
1114, Candy Corn Emotions Puzzle - Halloween Activity (1114),,Candy Corn Emotions Puzzle - Halloween Activity,https://slp.everydayspeech.com/activity/candy-corn-emotions-puzzle,activity,2021-10-11,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Identifying Feelings,,,,,
1187,ESW14 Empathy Essentials (1187),ESW14,Empathy Essentials,https://slp.everydayspeech.com/edsw/empathy-essentials-787,edsw,2021-11-01,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Empathy Essentials,,,3rd Grade,Social Awareness,Showing Empathy
244,M061 Greeting a Teacher (244),M061,Greeting a Teacher,https://slp.everydayspeech.com/video/greeting-a-teacher,video,2021-11-01,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Starting a Conversation,(2) Elementary School,Greeting Basics,,,
703,M057 Initiating a Conversation (703),M057,Initiating a Conversation,https://slp.everydayspeech.com/video/initiating-a-conversation,video,2021-11-01,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Starting a Conversation,(2) Elementary School,Start a Conversation,,,
250,M054 Keeping a Calm Body (250),M054,Keeping a Calm Body,https://slp.everydayspeech.com/video/keeping-a-calm-body,video,2021-11-01,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School",Emergent,Staying Calm,(2) Elementary School,How to Keep a Calm Body,,,
1186,S242 Connected Play (1186),S242,Connected Play,https://slp.everydayspeech.com/video/connected-play,video,2021-11-02,Social Communication Skills,(1) Pre-k and K,Emergent,Playing With Others,(1) Pre-k and K,Play Basics,,,
1185,S250 Staying Calm When Losing (1185),S250,Staying Calm When Losing,https://slp.everydayspeech.com/video/staying-calm-when-losing,video,2021-11-02,Social Communication Skills,(1) Pre-k and K,Intermediate,Staying Calm,(1) Pre-k and K,When to Choose Calm,,,
1189, Friendship Pie - Thanksgiving Activity (1189),,Friendship Pie - Thanksgiving Activity,https://slp.everydayspeech.com/activity/friendship-pie-thanksgiving-activity,activity,2021-11-03,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School","Emergent, Intermediate",,,,,,
1191,S278 Finding Strategies that Work for You (1191),S278,Finding Strategies that Work for You,https://slp.everydayspeech.com/video/finding-strategies-that-work-for-you,video,2021-11-08,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School",Emergent,Using Your Self-Controller,(2) Elementary School,Strategies to Help You Keep Self-Control,,,
1190,S277 Advocating in the Classroom (1190),S277,Advocating in the Classroom,https://slp.everydayspeech.com/video/advocating-in-the-classroom-543,video,2021-11-08,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Emergent,Using Your Self-Controller,(2) Elementary School,Strategies to Help You Keep Self-Control,,,
1199,ESW20 Understanding Body Language (1199),ESW20,Understanding Body Language,https://slp.everydayspeech.com/edsw/understanding-body-language,edsw,2021-12-01,Social Communication Skills,(3) Middle & High School,Intermediate,Understanding Body Language,,,,,
1198,ESW16 Making Connected Comments (1198),ESW16,Making Connected Comments,https://slp.everydayspeech.com/edsw/making-connected-comments-750,edsw,2021-12-01,Social Communication Skills,(3) Middle & High School,Emergent,Making Connected Comments,,,,,
1197,W291 Interactive: Transitioning Activities (1197),W291,Interactive: Transitioning Activities,https://slp.everydayspeech.com/activity/transitioning-activities,activity,2021-12-01,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Classroom Routine,(1) Pre-k and K,Classroom Basics,,,
1196,W298 Interactive: Being a Group Member (1196),W298,Interactive: Being a Group Member,https://slp.everydayspeech.com/activity/being-a-group-member,activity,2021-12-01,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Classroom Routine,(1) Pre-k and K,Classroom Basics,,,
1195,SSIA254 Transitioning to a New Activity (1195),SSIA254,Transitioning to a New Activity,https://slp.everydayspeech.com/video/transitioning-to-a-new-activity,video,2021-12-01,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Classroom Routine,(1) Pre-k and K,Classroom Basics,,,
1194,SSIA253 Staying With the Group (1194),SSIA253,Staying With the Group,https://slp.everydayspeech.com/video/staying-with-the-group-760,video,2021-12-01,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Classroom Routine,(1) Pre-k and K,Classroom Basics,,,
150,S105 Making Connected Comments - Older (150),S105,Making Connected Comments - Older,https://slp.everydayspeech.com/video/making-connected-comments-older,video,2021-12-01,Social Communication Skills,(3) Middle & High School,Emergent,Making Connected Comments,(3) Middle & High School,Practice Making Connected Comments,,,
153,M059 Ignoring Others’ Behavior (153),M059,Ignoring Others’ Behavior,https://slp.everydayspeech.com/video/ignoring-others-behavior,video,2021-12-01,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Ignoring Others' Behavior,(2) Elementary School,How to Ignore Others,,,
807,M018 Perspective Taking (807),M018,Perspective Taking,https://slp.everydayspeech.com/video/perspective-taking,video,2021-12-01,Social Communication Skills,(3) Middle & High School,Intermediate,Understanding Others' Point of View,(3) Middle & High School,What is Point of View?,,,
256,M060 Greeting a Peer (256),M060,Greeting a Peer,https://slp.everydayspeech.com/video/greeting-a-peer,video,2021-12-01,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Starting a Conversation,(2) Elementary School,Greeting Basics,,,
234,M062 Gaining Someone's Attention (234),M062,Gaining Someone's Attention,https://slp.everydayspeech.com/video/gaining-someone-s-attention-2,video,2021-12-01,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Starting a Conversation,(2) Elementary School,Gaining Attention,,,
1201,M160 Self-Advocacy With Friends (1201),M160,Self-Advocacy With Friends,https://slp.everydayspeech.com/video/self-advocacy-with-friends,video,2021-12-04,Social Communication Skills,(3) Middle & High School,Intermediate,Advocating for Yourself,(3) Middle & High School,Speaking Up,5th Grade,Relationship Skills,Self-Advocacy with Friends
1200,M159 Being Proud of Who I Am (1200),M159,Being Proud of Who I Am,https://slp.everydayspeech.com/video/being-proud-of-who-i-am,video,2021-12-04,"Social Communication Skills, Social Emotional Learning",(3) Middle & High School,Intermediate,Advocating for Yourself,(3) Middle & High School,Speaking Up,4th Grade,Social Awareness,Being Proud of Who I Am
1202,W331 Cup of Gratitude - Winter Activity (1202),W331,Cup of Gratitude - Winter Activity,https://slp.everydayspeech.com/activity/winter-activity,activity,2021-12-07,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School",Emergent,,,,,,
1203,W332 My New Year's Goal - New Year Activity (1203),W332,My New Year's Goal - New Year Activity,https://slp.everydayspeech.com/activity/new-years-themed-material,activity,2021-12-21,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School, 1st Grade, 2nd Grade, 3rd Grade, 4th Grade, 5th Grade",Emergent,,,,,,
1225,W313 Interactive: Conversation Drivers (1225),W313,Interactive: Conversation Drivers,https://slp.everydayspeech.com/activity/conversation-drivers,activity,2022-01-03,Social Communication Skills,(1) Pre-k and K,Emergent,Conversation Drivers & Stoppers,(1) Pre-k and K,Using Conversation Drivers & Stoppers,,,
1222,W321 Interactive: Honoring My Strengths (1222),W321,Interactive: Honoring My Strengths,https://slp.everydayspeech.com/activity/being-proud-of-who-i-am-294,activity,2022-01-04,"Social Communication Skills, Social Emotional Learning",(3) Middle & High School,Intermediate,Advocating for Yourself,(3) Middle & High School,Speaking Up,,,
1220,SSIA280 Self-Advocacy at Work (1220),SSIA280,Self-Advocacy at Work,https://slp.everydayspeech.com/video/self-advocacy-at-work,video,2022-01-04,Social Communication Skills,(3) Middle & High School,Intermediate,Professional Skills,(3) Middle & High School,Employee Skills,,,
1218,M158 Being an Employee (1218),M158,Being an Employee,https://slp.everydayspeech.com/video/being-an-employee,video,2022-01-04,Social Communication Skills,(3) Middle & High School,Intermediate,Professional Skills,(3) Middle & High School,Employee Skills,,,
1216,SSIA279 Interview Etiquette (1216),SSIA279,Interview Etiquette,https://slp.everydayspeech.com/video/interview-etiquette,video,2022-01-04,Social Communication Skills,(3) Middle & High School,Intermediate,Interview Skills,(3) Middle & High School,Going on an Interview,,,
1215,W320 Interactive: The Do's and Don'ts of Interviewing (1215),W320,Interactive: The Do's and Don'ts of Interviewing,https://slp.everydayspeech.com/activity/the-dos-and-donts-of-interviewing,activity,2022-01-04,Social Communication Skills,(3) Middle & High School,Intermediate,Interview Skills,(3) Middle & High School,Going on an Interview,,,
1214,M157 Preparing for an Interview (1214),M157,Preparing for an Interview,https://slp.everydayspeech.com/video/preparing-for-an-interview,video,2022-01-04,Social Communication Skills,(3) Middle & High School,Intermediate,Interview Skills,(3) Middle & High School,Going on an Interview,,,
1213,W319 Interactive: Applying for a Job (1213),W319,Interactive: Applying for a Job,https://slp.everydayspeech.com/activity/applying-for-a-job-109,activity,2022-01-04,Social Communication Skills,(3) Middle & High School,Intermediate,Finding a Job,(3) Middle & High School,How to Find a Job,,,
1212,M156 Applying for a Job (1212),M156,Applying for a Job,https://slp.everydayspeech.com/video/applying-for-a-job,video,2022-01-04,Social Communication Skills,(3) Middle & High School,Intermediate,Finding a Job,(3) Middle & High School,How to Find a Job,,,
1211,"W318 Interactive: ""Good Fit"" Job (1211)",W318,"Interactive: ""Good Fit"" Job",https://slp.everydayspeech.com/activity/good-fit-job,activity,2022-01-04,Social Communication Skills,(3) Middle & High School,Intermediate,Finding a Job,(3) Middle & High School,How to Find a Job,,,
1210,M155 Finding a Job that Fits (1210),M155,Finding a Job that Fits,https://slp.everydayspeech.com/video/finding-a-job-that-fits,video,2022-01-04,Social Communication Skills,(3) Middle & High School,Intermediate,Finding a Job,(3) Middle & High School,How to Find a Job,,,
1209,W285 Interactive: Talking with Others (1209),W285,Interactive: Talking with Others,https://slp.everydayspeech.com/activity/talking-with-others,activity,2022-01-04,Social Communication Skills,(1) Pre-k and K,Emergent,Starting a Conversation,(1) Pre-k and K,Conversation Basics,,,
1208,SSIA246 Answering a Friend (1208),SSIA246,Answering a Friend,https://slp.everydayspeech.com/video/answering-a-friend,video,2022-01-04,Social Communication Skills,(1) Pre-k and K,Emergent,Starting a Conversation,(1) Pre-k and K,Conversation Basics,,,
1207,W284 Interactive: Starting a Conversation (1207),W284,Interactive: Starting a Conversation,https://slp.everydayspeech.com/activity/starting-a-conversation-249,activity,2022-01-04,Social Communication Skills,(1) Pre-k and K,Emergent,Starting a Conversation,(1) Pre-k and K,Conversation Basics,,,
1206,SSIA245 Greetings (1206),SSIA245,Greetings,https://slp.everydayspeech.com/video/greetings,video,2022-01-04,Social Communication Skills,(1) Pre-k and K,Emergent,Starting a Conversation,(1) Pre-k and K,Conversation Basics,,,
1227,W322 Interactive: Speaking Up with Friends (1227),W322,Interactive: Speaking Up with Friends,https://slp.everydayspeech.com/activity/speaking-up-with-friends,activity,2022-01-04,Social Communication Skills,(3) Middle & High School,Intermediate,Advocating for Yourself,(3) Middle & High School,Speaking Up,,,
1230,ESW22 Professional Skills (1230),ESW22,Professional Skills,https://slp.everydayspeech.com/edsw/professional-skills,edsw,2022-01-05,Social Communication Skills,(3) Middle & High School,Emergent,Professional Skills,(3) Middle & High School,Employee Skills,,,
1229,ESW21 Interview Skills (1229),ESW21,Interview Skills,https://slp.everydayspeech.com/edsw/interview-skills,edsw,2022-01-05,Social Communication Skills,(3) Middle & High School,Emergent,Interview Skills,(3) Middle & High School,Going on an Interview,,,
1226,G38 Moonwalk: Professional Skills (1226),G38,Moonwalk: Professional Skills,https://slp.everydayspeech.com/game/moonwalk-professional-skills,game,2022-01-05,Social Communication Skills,(3) Middle & High School,Intermediate,Professional Skills,(3) Middle & High School,Employee Skills,,,
1224,G35 Social Plants: Conversation Drivers (1224),G35,Social Plants: Conversation Drivers,https://slp.everydayspeech.com/game/social-plants-conversation-drivers,game,2022-01-05,Social Communication Skills,(1) Pre-k and K,Emergent,Conversation Drivers & Stoppers,(1) Pre-k and K,Using Conversation Drivers & Stoppers,Kindergarten,Social Awareness,Solving My Problems
1205,W333 Martin Luther King Jr. Day Activity (1205),W333,Martin Luther King Jr. Day Activity,https://slp.everydayspeech.com/activity/mlk-day-holiday-activity,activity,2022-01-05,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School",Emergent,,,,,,
1237,W334 Box of Love - Valentine's Day Activity (1237),W334,Box of Love - Valentine's Day Activity,https://slp.everydayspeech.com/activity/box-of-love-valentines-day-activity,activity,2022-02-01,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School",Emergent,,,,,,
1236,W317 Interactive: Speaking Up at School (1236),W317,Interactive: Speaking Up at School,https://slp.everydayspeech.com/activity/speaking-up-at-school,activity,2022-02-01,Social Communication Skills,(3) Middle & High School,Intermediate,Advocating for Yourself,(2) Elementary School,What is Self-Advocacy?,,,
1235,M154 Advocate for Your Learning Accommodations (1235),M154,Advocate for Your Learning Accommodations,https://slp.everydayspeech.com/video/advocate-for-your-learning-accommodations,video,2022-02-01,Social Communication Skills,(3) Middle & High School,Intermediate,Advocating for Yourself,(2) Elementary School,What is Self-Advocacy?,,,
1234,W316 Interactive: I Love Who I Am (1234),W316,Interactive: I Love Who I Am,https://slp.everydayspeech.com/activity/i-love-who-i-am,activity,2022-02-01,"Social Communication Skills, Social Emotional Learning",(3) Middle & High School,Emergent,Advocating for Yourself,(2) Elementary School,What is Self-Advocacy?,4th Grade,Social Awareness,Celebrating Differences
1233,M153 Celebrating Differences (1233),M153,Celebrating Differences,https://slp.everydayspeech.com/video/celebrating-differences,video,2022-02-01,"Social Communication Skills, Social Emotional Learning",(3) Middle & High School,Emergent,Advocating for Yourself,(2) Elementary School,What is Self-Advocacy?,2nd Grade,Social Awareness,We're all Unique
1232,M152 Making Eye Contact Comfortably  (1232),M152,Making Eye Contact Comfortably ,https://slp.everydayspeech.com/video/making-eye-contact-comfortably,video,2022-02-01,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Intermediate,Visual Referencing,(2) Elementary School,Using Visual Referencing,,,
1231,M151 Switching Tracks In a Group (1231),M151,Switching Tracks In a Group,https://slp.everydayspeech.com/video/switching-tracks-in-a-group,video,2022-02-01,Social Communication Skills,(3) Middle & High School,Intermediate,Switching Tracks,(2) Elementary School,How to Switch Tracks,,,
1261,W327 Interactive: Coping With a Break Up (1261),W327,Interactive: Coping With a Break Up,https://slp.everydayspeech.com/activity/coping-with-a-break-up,activity,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Ending a Relationship,(3) Middle & High School,Ending a Relationship,,,
1260,M167 Coping After a Breakup (1260),M167,Coping After a Breakup,https://slp.everydayspeech.com/video/coping-after-a-break-up,video,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Ending a Relationship,(3) Middle & High School,Ending a Relationship,,,
1259,W326 Interactive: Break up Dos and Don'ts  (1259),W326,Interactive: Break up Dos and Don'ts ,https://slp.everydayspeech.com/activity/break-up-dos-and-donts,activity,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Ending a Relationship,(3) Middle & High School,Ending a Relationship,,,
1258,M166 Breaking Up  (1258),M166,Breaking Up ,https://slp.everydayspeech.com/video/breaking-up,video,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Ending a Relationship,(3) Middle & High School,Ending a Relationship,,,
1257,ESW24 Texting in a Relationship (1257),ESW24,Texting in a Relationship,https://slp.everydayspeech.com/edsw/texting-in-a-relationship,edsw,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Dating,(3) Middle & High School,Being in a Relationship,,,
1256,SSIA281 Communication in Relationships (1256),SSIA281,Communication in Relationships,https://slp.everydayspeech.com/video/communication-in-relationships,video,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Dating,(3) Middle & High School,Being in a Relationship,,,
1255,W325 Interactive: Relationship Check-In (1255),W325,Interactive: Relationship Check-In,https://slp.everydayspeech.com/activity/relationship-check-in,activity,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Dating,(3) Middle & High School,Being in a Relationship,,,
1254,M165 Checking In: Is This Relationship Working for Me? (1254),M165,Checking In: Is This Relationship Working for Me?,https://slp.everydayspeech.com/video/checking-in-is-this-relationship-working-for-me,video,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Dating,(3) Middle & High School,Being in a Relationship,,,
1253,ESW23 Dating (1253),ESW23,Dating,https://slp.everydayspeech.com/edsw/dating,edsw,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Dating,(3) Middle & High School,Dating,,,
1252,M164 Going on a Date (1252),M164,Going on a Date,https://slp.everydayspeech.com/video/going-on-a-date,video,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Dating,(3) Middle & High School,Dating,,,
1251,G37 Social Trivia: Dating (1251),G37,Social Trivia: Dating,https://slp.everydayspeech.com/game/social-trivia-dating,game,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Dating,(3) Middle & High School,Dating,,,
1250,M163 Asking Someone Out (1250),M163,Asking Someone Out,https://slp.everydayspeech.com/video/asking-someone-out,video,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Dating,(3) Middle & High School,Dating,,,
1249,W324 Interactive: Crushes Dos and Don'ts (1249),W324,Interactive: Crushes Dos and Don'ts,https://slp.everydayspeech.com/activity/crushes-dos-and-donts,activity,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Getting Ready to Date,(3) Middle & High School,Getting Ready to Date,,,
1248,M162 Crushes (1248),M162,Crushes,https://slp.everydayspeech.com/video/crushes,video,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Getting Ready to Date,(3) Middle & High School,Getting Ready to Date,,,
1247,W323 Interactive: Preparing to Date (1247),W323,Interactive: Preparing to Date,https://slp.everydayspeech.com/activity/preparing-to-date,activity,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Getting Ready to Date,(3) Middle & High School,Getting Ready to Date,,,
1246,M161 Am I Ready to Date? (1246),M161,Am I Ready to Date?,https://slp.everydayspeech.com/video/am-i-ready-to-date,video,2022-03-04,Social Communication Skills,(3) Middle & High School,Advanced,Getting Ready to Date,(3) Middle & High School,Getting Ready to Date,,,
1245,ESW19 Social Chameleon (1245),ESW19,Social Chameleon,https://slp.everydayspeech.com/edsw/social-chameleon-137,edsw,2022-03-04,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School, 1st Grade, 2nd Grade, 3rd Grade, 4th Grade, 5th Grade",Intermediate,Being a Social Chameleon,,,,,
1244,W292 Interactive: Keeping Personal Space  (1244),W292,Interactive: Keeping Personal Space ,https://slp.everydayspeech.com/activity/keeping-personal-space-297,activity,2022-03-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Intermediate,Classroom Routine,(1) Pre-k and K,Being a Classmate,,,
1243,SSIA255 Personal Space (1243),SSIA255,Personal Space,https://slp.everydayspeech.com/video/personal-space-558,video,2022-03-04,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School",Emergent,Classroom Routine,(1) Pre-k and K,Being a Classmate,,,
1242,W293 Interactive: How to Line Up (1242),W293,Interactive: How to Line Up,https://slp.everydayspeech.com/activity/how-to-line-up,activity,2022-03-04,Social Communication Skills,(1) Pre-k and K,Emergent,Classroom Routine,(1) Pre-k and K,Being a Classmate,,,
1241,SSIA256 Lining Up (1241),SSIA256,Lining Up,https://slp.everydayspeech.com/video/lining-up,video,2022-03-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Classroom Routine,(1) Pre-k and K,Being a Classmate,,,
1240,SSIA247 Staying on Topic (1240),SSIA247,Staying on Topic,https://slp.everydayspeech.com/video/staying-on-topic-97,video,2022-03-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Making Connected Comments,(1) Pre-k and K,What are Connected Comments?,,,
1239,SSIA248 Making Connected Comments (1239),SSIA248,Making Connected Comments,https://slp.everydayspeech.com/video/making-connected-comments-844,video,2022-03-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Making Connected Comments,(1) Pre-k and K,What are Connected Comments?,,,
1238,N-M056 Introducing Yourself (1238),N-M056,Introducing Yourself,https://slp.everydayspeech.com/video/introducing-yourself-866,video,2022-03-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Starting a Conversation,,,,,
1262, Holiday Activity: First Day of Spring (1262),,Holiday Activity: First Day of Spring,https://slp.everydayspeech.com/activity/first-day-of-spring,activity,2022-03-08,Social Communication Skills,(1) Pre-k and K,Emergent,,,,,,
1281, Puzzle Solver: Problem-Solving (1281),,Puzzle Solver: Problem-Solving,https://slp.everydayspeech.com/game/puzzle-solver-problem-solving,game,2022-04-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Solving a Problem,(1) Pre-k and K,Learn the Problem Solving Steps,Pre-K,Responsible Decision-Making,Self-Advocacy Skills
1280, How to Solve My Problems (1280),,How to Solve My Problems,https://slp.everydayspeech.com/video/how-to-solve-my-problems,video,2022-04-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Solving a Problem,(1) Pre-k and K,Learn the Problem Solving Steps,,,
1279,ESW17 Think It or Say It (1279),ESW17,Think It or Say It,https://slp.everydayspeech.com/edsw/think-it-or-say-it-842,edsw,2022-04-04,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School, 1st Grade, 2nd Grade, 3rd Grade, 4th Grade, 5th Grade",Emergent,Think It or Say It,,,,,
1277,ESW15 Reading the Room (1277),ESW15,Reading the Room,https://slp.everydayspeech.com/edsw/reading-the-room-313,edsw,2022-04-04,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School, 1st Grade, 2nd Grade, 3rd Grade, 4th Grade, 5th Grade",Intermediate,Reading the Room,,,,,
1276, When We Have Different Feelings (1276),,When We Have Different Feelings,https://slp.everydayspeech.com/video/when-we-have-different-feelings,video,2022-04-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Understanding Others' Point of View,(1) Pre-k and K,Seeing Others' Point of View,,,
1275, Interactive: How Do You Feel? (1275),,Interactive: How Do You Feel?,https://slp.everydayspeech.com/activity/how-do-you-feel,activity,2022-04-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Understanding Others' Point of View,(1) Pre-k and K,Seeing Others' Point of View,,,
1274, Interactive: Being a Flexible Thinker (1274),,Interactive: Being a Flexible Thinker,https://slp.everydayspeech.com/activity/being-a-flexible-thinker,activity,2022-04-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Understanding Others' Point of View,(1) Pre-k and K,Seeing Others' Point of View,,,
1273, Interactive: Matching Topics (1273),,Interactive: Matching Topics,https://slp.everydayspeech.com/activity/matching-topics,activity,2022-04-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Making Connected Comments,(1) Pre-k and K,What are Connected Comments?,,,
1288, Mother's Day Activity (1288),,Mother's Day Activity,https://slp.everydayspeech.com/activity/mothers-day-activity,activity,2022-04-29,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School",Emergent,,,,,,
1327, Interactive: Sharing Play Ideas (1327),,Interactive: Sharing Play Ideas,https://slp.everydayspeech.com/activity/sharing-play-ideas,activity,2022-05-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Conversation Share,(1) Pre-k and K,Learn to Share Conversations,,,
